targetID,frameIndex,cameraID,rotationZ,rotationX,expectedX,expectedY,actualX,actualY
1,1114,19,73.58040000,-20.64730000,1146.36458721,760.05788167,1140.50781250,760.57031250
1,1839,7,-38.36510000,-20.14480000,1144.93044379,879.18899252,1148.28906250,876.10937500
1,607,10,-5.90588000,-42.75710000,837.86810100,362.70198715,842.43750000,359.50000000
1,6,19,102.94200000,-44.81710000,330.00336195,30.00986732,323.83593750,29.43750000
1,887,4,-47.29510000,-42.54990000,823.00113445,655.99951676,826.55468750,655.83593750
1,114,19,96.70470000,-42.33840000,439.99970005,163.99877161,434.42968750,160.01562500
1,2743,6,-47.70070000,43.09330000,333.84198036,638.57948723,329.14062500,638.38281250
1,1221,14,39.03390000,-19.59520000,58.33051950,146.23797191,61.43750000,154.67968750
1,2457,15,11.62470000,17.61830000,169.00011538,992.99903965,174.33593750,987.63281250
1,2551,12,-23.22220000,49.89030000,29.99865203,29.99915575,38.91406250,40.96875000
1,1001,1,-98.20230000,-40.70500000,467.99973538,944.00093156,469.13281250,948.07031250
1,1568,11,0.48895300,17.36400000,29.99886834,513.00037859,32.81250000,513.09375000
1,1666,8,-11.39770000,7.26166000,930.00040134,29.99893234,929.41406250,29.94531250
1,2156,21,65.45290000,19.20420000,229.00033309,993.00207852,228.49218750,989.14843750
1,1296,20,68.15110000,-14.96140000,213.58617937,925.15733836,210.12500000,924.60156250
1,1479,14,35.16990000,8.13324000,945.99947460,267.99848661,945.28906250,264.23437500
1,3029,3,-77.02490000,52.32580000,1248.99912761,450.00022759,1248.11718750,448.75781250
1,2638,12,-9.76385000,15.64250000,1188.00066109,198.00054334,1184.71093750,198.60937500
1,510,11,15.41590000,-16.87370000,1131.37894969,982.00019826,1131.63281250,978.18750000
1,1918,5,-57.18410000,-15.63720000,1078.00043875,403.99990857,1078.82812500,402.62500000
1,221,17,48.69240000,-17.50200000,1141.33113904,337.58627276,1146.14843750,337.75781250
1,319,16,42.87850000,-20.57240000,143.10647502,159.99747235,147.10156250,162.35156250
1,2264,15,37.06950000,26.40810000,437.66223963,245.51861377,434.48437500,244.44531250
1,2929,3,-72.40920000,41.72050000,910.04180624,331.51386882,913.46875000,329.34375000
1,2027,2,-66.88810000,-18.54200000,90.99981130,78.00002645,94.78906250,83.99218750
1,1394,11,11.97010000,7.97028000,331.98663482,870.82956986,331.28125000,872.25781250
1,1742,9,-32.10030000,15.45500000,77.56957658,684.75823722,75.93750000,678.21875000
1,1114,20,73.58040000,-20.64730000,30.00184943,752.99976207,29.57031250,752.49218750
1,2350,18,71.44010000,33.52340000,587.99888218,943.99851995,587.79687500,945.41406250
1,406,13,11.96720000,-52.48240000,90.99811310,824.00036863,93.61718750,820.17187500
